,location,characteristic,floor_type,hkd_millions,rent_hkd,area_sqft,address,last_updated,pay_per_month_K,loan_percent,first_payment_M,full_address
80,Kowloon,"Grand Lobby, Convenient",Low Floor Zone (Flat C)                                                                        | West,55.0,58.0,1251.0,Kowloon Station Flat C Tower 3 Grand Austin  Low Floor Zone,Last Updated : 13-03-2018,145.7,50.0,127.5,"Hong Kong, Kowloon, Kowloon Station Flat C Tower 3 Grand Austin  Low Floor Zone"
81,Kowloon,"High Privacy, Quiet & Boutique Living",High Floor Zone (Flat A)                                                                        | South West,95.0,,2237.0,Ho Man Tin/King's Park Flat A  King's Park Hill  High Floor Zone,Last Updated : 25-02-2018,251.7,50.0,147.5,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat A  King's Park Hill  High Floor Zone"
82,Kowloon,"Spacious Rooms, Shuttle Bus",High Floor Zone                                                                        | South West,9.0,,713.0,Tseung Kwan O   Phase 1 The Capitol Lohas Park High Floor Zone,Last Updated : 22-02-2018,26.4,55.0,14.0,"Hong Kong, Kowloon, Tseung Kwan O   Phase 1 The Capitol Lohas Park High Floor Zone"
83,Kowloon,"Top Of Mtr, Easy Shopping",Medium Floor Zone (Flat 4)                                                                        | West,5.4,,383.0,Diamond Hill/Wong Tai Sin Flat 4 Lung Kei House (Block D) Lung Poon Court  Medium Floor Zone,Last Updated : 02-03-2018,20.0,70.0,11.62,"Hong Kong, Kowloon, Diamond Hill/Wong Tai Sin Flat 4 Lung Kei House (Block D) Lung Poon Court  Medium Floor Zone"
84,Kowloon,"Convenient, Quiet & Central",High Floor Zone (Flat B)                                                                        | South,29.0,,1258.0,Ho Man Tin/King's Park Flat B Block 3 King's Park Villa  High Floor Zone,Last Updated : 23-02-2018,76.8,50.0,114.5,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat B Block 3 King's Park Villa  High Floor Zone"
85,Kowloon,"Great Value, Spacious Rooms",Low Floor Zone (Flat C)                                                                        | South,7.28,,470.0,Cheung Sha Wan West Flat C Tower 3 Phase 1 Banyan Garden Low Floor Zone,Last Updated : 21-02-2018,23.1,60.0,12.91,"Hong Kong, Kowloon, Cheung Sha Wan West Flat C Tower 3 Phase 1 Banyan Garden Low Floor Zone"
86,Kowloon,"For Sale & For Lease, Invite Offers",Medium Floor Zone (Flat -)                                                                        | South,8.6,23.0,611.0,Cheung Sha Wan West Flat - Tower 5 Phase 3 Banyan Garden Medium Floor Zone,Last Updated : 02-03-2018,26.4,58.0,13.6,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 5 Phase 3 Banyan Garden Medium Floor Zone"
87,Kowloon,,Low Floor Zone (Flat A)                                                                        | North East,17.0,,827.0,Whampoa/Laguna Verde Flat A Tower 2 Phase 1 Green Wood Laguna Verde Low Floor Zone,Last Updated : 12-03-2018,45.0,50.0,18.5,"Hong Kong, Kowloon, Whampoa/Laguna Verde Flat A Tower 2 Phase 1 Green Wood Laguna Verde Low Floor Zone"
88,Kowloon,,Medium Floor Zone (Flat D),21.5,,1302.0,Ho Man Tin/King's Park Flat D    Medium Floor Zone,Last Updated : 01-03-2018,56.9,50.0,110.75,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat D    Medium Floor Zone"
89,Kowloon,,High Floor Zone (Flat A),12.0,26.0,692.0,Tseung Kwan O Flat A Tower 1B II The Wings High Floor Zone,Last Updated : 20-02-2018,31.7,50.0,16.0,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 1B II The Wings High Floor Zone"
90,Kowloon,"Grand-Proportioned, Easy Shopping",High Floor Zone (Flat K)                                                                        | West,19.5,40.0,839.0,Kowloon Station Flat K The Masterpiece   High Floor Zone,Last Updated : 24-02-2018,51.6,50.0,19.75,"Hong Kong, Kowloon, Kowloon Station Flat K The Masterpiece   High Floor Zone"
91,Kowloon,"Good Layout & Efficient, Top Of Mtr",Low Floor Zone (Flat B)                                                                        | North,12.0,24.0,418.0,Kowloon Station Flat B Tower 3A The Austin  Low Floor Zone,Last Updated : 13-03-2018,31.7,50.0,16.0,"Hong Kong, Kowloon, Kowloon Station Flat B Tower 3A The Austin  Low Floor Zone"
92,Kowloon,"Great Starter, Core Location",Low Floor Zone (Flat G)                                                                        | West,6.58,15.0,452.0,Tseung Kwan O Flat G Block 1 The Grandiose  Low Floor Zone,Last Updated : 03-03-2018,22.2,63.0,12.38,"Hong Kong, Kowloon, Tseung Kwan O Flat G Block 1 The Grandiose  Low Floor Zone"
93,Kowloon,"Spacious Rooms, For Sale & For Lease",High Floor Zone (Flat C)                                                                        | East,15.0,30.0,765.0,Whampoa/Laguna Verde Flat C Block 10 Phase 9 Lily Mansions Whampoa Garden High Floor Zone,Last Updated : 14-02-2018,39.7,50.0,17.5,"Hong Kong, Kowloon, Whampoa/Laguna Verde Flat C Block 10 Phase 9 Lily Mansions Whampoa Garden High Floor Zone"
94,Kowloon,"Good Layout & Efficient, Luxurious Decoration",High Floor Zone (Flat C)                                                                        | South East,7.8,17.0,680.0,Tseung Kwan O Flat C Venice (Tower 5 - R Wing) Phase 1 The Capitol Lohas Park High Floor Zone,Last Updated : 03-03-2018,24.7,60.0,13.12,"Hong Kong, Kowloon, Tseung Kwan O Flat C Venice (Tower 5 - R Wing) Phase 1 The Capitol Lohas Park High Floor Zone"
95,Kowloon,"Spacious Rooms, Great Value",High Floor Zone (Flat A)                                                                        | North East,21.0,,935.0,Kowloon Station Flat A Tower 7 Phase 2 The Waterfront High Floor Zone,Last Updated : 25-02-2018,55.6,50.0,110.5,"Hong Kong, Kowloon, Kowloon Station Flat A Tower 7 Phase 2 The Waterfront High Floor Zone"
96,Kowloon,"Quiet & Central, High Privacy",High Floor Zone (Flat F)                                                                        | West,66.0,,1941.0,Kowloon Station Flat F Tower 7 Phase 2 The Waterfront High Floor Zone,Last Updated : 18-02-2018,174.8,50.0,133.0,"Hong Kong, Kowloon, Kowloon Station Flat F Tower 7 Phase 2 The Waterfront High Floor Zone"
97,Kowloon,,High Floor Zone (Flat B)                                                                        | South East,18.99,,841.0,Tseung Kwan O Flat B Tower 1A Iiia The Wings High Floor Zone,Last Updated : 09-03-2018,50.3,50.0,19.5,"Hong Kong, Kowloon, Tseung Kwan O Flat B Tower 1A Iiia The Wings High Floor Zone"
98,Kowloon,"For Sale & For Lease, Invite Offers",High Floor Zone (Flat -)                                                                        | North,8.18,17.0,508.0,Cheung Sha Wan West Flat - Block 2 The Sparkle  High Floor Zone,Last Updated : 04-03-2018,26.0,60.0,13.27,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Block 2 The Sparkle  High Floor Zone"
99,Kowloon,,Medium Floor Zone (Flat G)                                                                        | North East,6.25,16.0,364.0,Tseung Kwan O Flat G Tower 1A Iiib The Wings Medium Floor Zone,Last Updated : 12-03-2018,22.2,67.0,12.05,"Hong Kong, Kowloon, Tseung Kwan O Flat G Tower 1A Iiib The Wings Medium Floor Zone"
100,Kowloon,,High Floor Zone (Flat B),98.0,,1288.0,Kowloon Station Flat B Tower 21 - Zone 6 (Aster Sky) The Cullinan  High Floor Zone,Last Updated : 13-03-2018,259.6,50.0,149.0,"Hong Kong, Kowloon, Kowloon Station Flat B Tower 21 - Zone 6 (Aster Sky) The Cullinan  High Floor Zone"
101,Kowloon,"Nice Decoration, Tranquil Garden View",High Floor Zone (Flat A)                                                                        | South West,6.5,,381.0,Mongkok/Yaumatei Flat A    High Floor Zone,Last Updated : 13-03-2018,22.2,64.0,12.3,"Hong Kong, Kowloon, Mongkok/Yaumatei Flat A    High Floor Zone"
102,Kowloon,"Good Layout & Efficient, 5-Star Club House",Low Floor Zone (Flat A)                                                                        | East,7.28,,440.0,Cheung Sha Wan West Flat A Tower 7 Phase 2 Banyan Garden Low Floor Zone,Last Updated : 24-02-2018,23.1,60.0,12.91,"Hong Kong, Kowloon, Cheung Sha Wan West Flat A Tower 7 Phase 2 Banyan Garden Low Floor Zone"
103,Kowloon,"Nice Decoration, Full Facilities",High Floor Zone (Flat G)                                                                        | South East,10.0,,475.0,Olympic Station Flat G  Central Park Park Avenue High Floor Zone,Last Updated : 12-03-2018,26.4,50.0,15.0,"Hong Kong, Kowloon, Olympic Station Flat G  Central Park Park Avenue High Floor Zone"
104,Kowloon,"For Sale & For Lease, Invite Offers",Medium Floor Zone (Flat -)                                                                        | North,7.2,17.0,445.0,Cheung Sha Wan West Flat - Tower 6 (Belle Mer) Phase 2 The Pacifica Medium Floor Zone,Last Updated : 21-02-2018,22.8,60.0,12.88,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 6 (Belle Mer) Phase 2 The Pacifica Medium Floor Zone"
105,Kowloon,"Rare Offer, Opportunity Knocking",High Floor Zone (Flat E)                                                                        | North West,23.0,,856.0,Kowloon Station Flat E Block 5 Phase 1 Sorrento High Floor Zone,Last Updated : 21-02-2018,60.9,50.0,111.5,"Hong Kong, Kowloon, Kowloon Station Flat E Block 5 Phase 1 Sorrento High Floor Zone"
106,Kowloon,,Low Floor Zone (Flat 4),5.8,,368.0,Kowloon Bay/Ngau Chi Wan Flat 4 Block N Phase 3 Amoy Gardens Low Floor Zone,Last Updated : 10-03-2018,21.5,70.0,11.74,"Hong Kong, Kowloon, Kowloon Bay/Ngau Chi Wan Flat 4 Block N Phase 3 Amoy Gardens Low Floor Zone"
107,Kowloon,"Top Of Mtr, Grand-Proportioned",High Floor Zone (Flat D),9.68,,536.0,Tseung Kwan O Flat D Tower 3 The Wings The Wings High Floor Zone,Last Updated : 13-03-2018,26.4,51.0,14.68,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 3 The Wings The Wings High Floor Zone"
108,Kowloon,"Luxurious Decoration, Opportunity Knocking",High Floor Zone (Flat F)                                                                        | South West,7.2,,491.0,Cheung Sha Wan West Flat F Tower 2 Phase 1 Banyan Garden High Floor Zone,Last Updated : 04-03-2018,22.8,60.0,12.88,"Hong Kong, Kowloon, Cheung Sha Wan West Flat F Tower 2 Phase 1 Banyan Garden High Floor Zone"
109,Kowloon,"Rare Offer, 5-Star Club House",Low Floor Zone (Flat E)                                                                        | South West,7.8,,468.0,Cheung Sha Wan West Flat E Tower 3 Phase 1 Banyan Garden Low Floor Zone,Last Updated : 07-03-2018,24.7,60.0,13.12,"Hong Kong, Kowloon, Cheung Sha Wan West Flat E Tower 3 Phase 1 Banyan Garden Low Floor Zone"
110,Kowloon,"Good Layout & Efficient, Tranquil Environment",Low Floor Zone (Flat H)                                                                        | North East,6.8,,320.0,Olympic Station Flat H Tower 2 Phase I Metro Harbour View Low Floor Zone,Last Updated : 05-03-2018,22.2,61.0,12.6,"Hong Kong, Kowloon, Olympic Station Flat H Tower 2 Phase I Metro Harbour View Low Floor Zone"
111,Kowloon,"Spacious Rooms, Great Starter",High Floor Zone (Flat A)                                                                        | North West,9.68,,511.0,Tseung Kwan O Flat A Tower 1B Iiia The Wings High Floor Zone,Last Updated : 13-03-2018,26.4,51.0,14.68,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 1B Iiia The Wings High Floor Zone"
112,Kowloon,"For Sale & For Lease, Invite Offers",Low Floor Zone (Flat -)                                                                        | West,7.38,17.0,446.0,Cheung Sha Wan West Flat - Tower 2 Phase 1 Banyan Garden Low Floor Zone,Last Updated : 04-03-2018,23.4,60.0,12.95,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 2 Phase 1 Banyan Garden Low Floor Zone"
113,Kowloon,,Low Floor Zone (Flat 4),6.0,,378.0,Kowloon Bay/Ngau Chi Wan Flat 4 Block J Phase 2A Amoy Gardens Low Floor Zone,Last Updated : 02-03-2018,22.2,70.0,11.8,"Hong Kong, Kowloon, Kowloon Bay/Ngau Chi Wan Flat 4 Block J Phase 2A Amoy Gardens Low Floor Zone"
114,Kowloon,"Grand-Proportioned, Designer Decoration",Medium Floor Zone                                                                        | South West,33.0,,1269.0,Olympic Station  Tower 1 Imperial Cullinan  Medium Floor Zone,Last Updated : 07-03-2018,87.4,50.0,116.5,"Hong Kong, Kowloon, Olympic Station  Tower 1 Imperial Cullinan  Medium Floor Zone"
115,Kowloon,"Full Facilities, Famous Property",Medium Floor Zone (Flat E)                                                                        | West,9.6,,478.0,Olympic Station Flat E Tower 5 Harbour Green  Medium Floor Zone,Last Updated : 18-02-2018,26.4,52.0,14.6,"Hong Kong, Kowloon, Olympic Station Flat E Tower 5 Harbour Green  Medium Floor Zone"
116,Kowloon,"Well-Proportioned, Convenient",High Floor Zone (Flat A)                                                                        | South West,7.8,17.0,713.0,Tseung Kwan O Flat A Milan (Tower 3 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone,Last Updated : 03-03-2018,24.7,60.0,13.12,"Hong Kong, Kowloon, Tseung Kwan O Flat A Milan (Tower 3 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone"
117,Kowloon,,Medium Floor Zone (Flat G)                                                                        | South West,7.7,17.0,509.0,Tseung Kwan O Flat G Central Heights (Tower 13) Phase 3 Park Central Medium Floor Zone,Last Updated : 12-03-2018,24.4,60.0,13.08,"Hong Kong, Kowloon, Tseung Kwan O Flat G Central Heights (Tower 13) Phase 3 Park Central Medium Floor Zone"
118,Kowloon,"Good Layout & Efficient, Spacious Rooms, Nice Decoration, Spacious, Convenient",High Floor Zone (Flat F)                                                                        | South West,10.2,,560.0,Yau Yat Tsuen/Shek Kip Mei Flat F Tower 27 (35 Grandeur rd) Parc Oasis  High Floor Zone,Last Updated : 10-03-2018,27.0,50.0,15.1,"Hong Kong, Kowloon, Yau Yat Tsuen/Shek Kip Mei Flat F Tower 27 (35 Grandeur rd) Parc Oasis  High Floor Zone"
119,Kowloon,,Low Floor Zone (Flat A),14.0,,1073.0,Yau Yat Tsuen/Shek Kip Mei Flat A  Monte Carlton  Low Floor Zone,Last Updated : 12-03-2018,37.0,50.0,17.0,"Hong Kong, Kowloon, Yau Yat Tsuen/Shek Kip Mei Flat A  Monte Carlton  Low Floor Zone"
120,Kowloon,Good Layout & Efficient,Low Floor Zone (Flat G)                                                                        | North West,6.1,16.0,312.0,Tseung Kwan O Flat G  Savannah  Low Floor Zone,Last Updated : 12-03-2018,22.2,68.0,11.9,"Hong Kong, Kowloon, Tseung Kwan O Flat G  Savannah  Low Floor Zone"
121,Kowloon,"High Efficiency, Core Location",Medium Floor Zone (Flat A)                                                                        | South East,25.0,45.0,930.0,Kowloon Station Flat A Tower 5 Phase 2 The Waterfront Medium Floor Zone,Last Updated : 13-03-2018,66.2,50.0,112.5,"Hong Kong, Kowloon, Kowloon Station Flat A Tower 5 Phase 2 The Waterfront Medium Floor Zone"
122,Kowloon,"Rare In Market, Core Location",Medium Floor Zone (Flat !)                                                                        | South West,10.0,,581.0,Cheung Sha Wan West Flat ! Tower 1 Aqua Marine  Medium Floor Zone,Last Updated : 03-03-2018,26.4,50.0,15.0,"Hong Kong, Kowloon, Cheung Sha Wan West Flat ! Tower 1 Aqua Marine  Medium Floor Zone"
123,Kowloon,,High Floor Zone (Flat 1)                                                                        | North East,5.68,14.0,554.0,Tseung Kwan O Flat 1 Ming Yuen House (Block A) Ying Ming Court  High Floor Zone,Last Updated : 12-03-2018,21.0,70.0,11.7,"Hong Kong, Kowloon, Tseung Kwan O Flat 1 Ming Yuen House (Block A) Ying Ming Court  High Floor Zone"
124,Kowloon,,High Floor Zone (Flat B)                                                                        | South West,14.0,,643.0,Olympic Station Flat B Tower 3 Florient Rise  High Floor Zone,Last Updated : 13-03-2018,37.0,50.0,17.0,"Hong Kong, Kowloon, Olympic Station Flat B Tower 3 Florient Rise  High Floor Zone"
125,Kowloon,"Spacious Rooms, 5-Star Club House",Medium Floor Zone (Flat @)                                                                        | East,7.5,,501.0,Cheung Sha Wan West Flat @ Tower 1 Aqua Marine  Medium Floor Zone,Last Updated : 02-03-2018,23.8,60.0,13.0,"Hong Kong, Kowloon, Cheung Sha Wan West Flat @ Tower 1 Aqua Marine  Medium Floor Zone"
126,Kowloon,"Top Of Mtr, Quiet & Boutique Living",Medium Floor Zone (Flat -)                                                                        | South West,7.2,18.0,460.0,Cheung Sha Wan West Flat - Tower 1 Phase 1 Banyan Garden Medium Floor Zone,Last Updated : 05-03-2018,22.8,60.0,12.88,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 1 Phase 1 Banyan Garden Medium Floor Zone"
127,Kowloon,,Medium Floor Zone (Flat G)                                                                        | East,6.35,16.0,483.0,Tseung Kwan O Flat G Block 7 Phase 2 Oscar By The Sea Medium Floor Zone,Last Updated : 12-03-2018,22.2,66.0,12.15,"Hong Kong, Kowloon, Tseung Kwan O Flat G Block 7 Phase 2 Oscar By The Sea Medium Floor Zone"
128,Kowloon,,Low Floor Zone (Flat B),23.0,,1074.0,Ho Man Tin/King's Park Flat B  Parc Palais  Low Floor Zone,Last Updated : 10-03-2018,60.9,50.0,111.5,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat B  Parc Palais  Low Floor Zone"
129,Kowloon,"Landmark Development, Famous Development",Low Floor Zone (Flat D)                                                                        | North,35.0,,872.0,Kowloon Station Flat D Tower 21 - Zone 2 (Luna Sky) The Cullinan  Low Floor Zone,Last Updated : 19-02-2018,92.7,50.0,117.5,"Hong Kong, Kowloon, Kowloon Station Flat D Tower 21 - Zone 2 (Luna Sky) The Cullinan  Low Floor Zone"
130,Kowloon,,Medium Floor Zone (Flat F)                                                                        | South West,9.2,,626.0,Tseung Kwan O Flat F Tower 1 Phase 3 The Metropolis The Metro City Medium Floor Zone,Last Updated : 05-03-2018,26.4,54.0,14.2,"Hong Kong, Kowloon, Tseung Kwan O Flat F Tower 1 Phase 3 The Metropolis The Metro City Medium Floor Zone"
